--1. Top 10 bottleneck zones,,,,,
zone,total_work_minutes,order_count,avg_work_minutes,,
11/13/2025,combo_3,439.9166667,206.3333333,233.5833333,
11/14/2025,combo_3,595.0833333,439.9166667,155.1666667,
11/15/2025,combo_3,158.3333333,595.0833333,-436.75,
11/16/2025,combo_3,282.8333333,158.3333333,124.5,
11/17/2025,combo_3,300.25,282.8333333,17.41666667,
11/18/2025,combo_3,203.1666667,300.25,-97.08333333,
11/19/2025,combo_3,278.8333333,203.1666667,75.66666667,
11/20/2025,combo_3,305.0833333,278.8333333,26.25,
11/21/2025,combo_3,389,305.0833333,83.91666667,
11/22/2025,combo_3,226.3333333,389,-162.6666667,
11/23/2025,combo_3,396.4166667,226.3333333,170.0833333,
11/24/2025,combo_3,299.5833333,396.4166667,-96.83333333,
11/25/2025,combo_3,302.1666667,299.5833333,2.583333333,
11/26/2025,combo_3,298.3333333,302.1666667,-3.833333333,
11/27/2025,combo_3,241.0833333,298.3333333,-57.25,
11/28/2025,combo_3,492.0833333,241.0833333,251,
11/29/2025,combo_3,288.5833333,492.0833333,-203.5,
11/30/2025,combo_3,224.3333333,288.5833333,-64.25,
12/1/2025,combo_3,241.25,224.3333333,16.91666667,
12/2/2025,combo_3,317.75,241.25,76.5,
12/3/2025,combo_3,229.0833333,317.75,-88.66666667,
12/4/2025,combo_3,300.25,229.0833333,71.16666667,
12/5/2025,combo_3,513,300.25,212.75,
12/6/2025,combo_3,342.9166667,513,-170.0833333,
12/7/2025,combo_3,497.5833333,342.9166667,154.6666667,
12/8/2025,combo_3,391.1666667,497.5833333,-106.4166667,
11/8/2025,combo_4,343.8333333,,,
11/9/2025,combo_4,538.6666667,343.8333333,194.8333333,
11/10/2025,combo_4,667.0833333,538.6666667,128.4166667,
11/11/2025,combo_4,606.9166667,667.0833333,-60.16666667,
11/12/2025,combo_4,349.6666667,606.9166667,-257.25,
11/13/2025,combo_4,1116.166667,349.6666667,766.5,
11/14/2025,combo_4,411.3333333,1116.166667,-704.8333333,
11/15/2025,combo_4,762.3333333,411.3333333,351,
11/16/2025,combo_4,926.8333333,762.3333333,164.5,
11/17/2025,combo_4,726.8333333,926.8333333,-200,
11/18/2025,combo_4,243.1666667,726.8333333,-483.6666667,
11/19/2025,combo_4,220.4166667,243.1666667,-22.75,
11/20/2025,combo_4,742.5833333,220.4166667,522.1666667,
11/21/2025,combo_4,961.1666667,742.5833333,218.5833333,
11/22/2025,combo_4,243.3333333,961.1666667,-717.8333333,
11/23/2025,combo_4,285.4166667,243.3333333,42.08333333,
11/24/2025,combo_4,573.0833333,285.4166667,287.6666667,
11/25/2025,combo_4,257.6666667,573.0833333,-315.4166667,
11/26/2025,combo_4,220,257.6666667,-37.66666667,
11/27/2025,combo_4,664.3333333,220,444.3333333,
11/28/2025,combo_4,592.8333333,664.3333333,-71.5,
11/29/2025,combo_4,323.25,592.8333333,-269.5833333,
11/30/2025,combo_4,251.4166667,323.25,-71.83333333,
12/1/2025,combo_4,326.4166667,251.4166667,75,
12/2/2025,combo_4,296.3333333,326.4166667,-30.08333333,
12/3/2025,combo_4,593.1666667,296.3333333,296.8333333,
12/4/2025,combo_4,411.9166667,593.1666667,-181.25,
12/5/2025,combo_4,457.1666667,411.9166667,45.25,
12/6/2025,combo_4,269.3333333,457.1666667,-187.8333333,
12/7/2025,combo_4,647.5833333,269.3333333,378.25,
12/8/2025,combo_4,605,647.5833333,-42.58333333,
11/8/2025,combo_5,1023.25,,,
11/9/2025,combo_5,1364.166667,1023.25,340.9166667,
11/10/2025,combo_5,1404.166667,1364.166667,40,
11/11/2025,combo_5,1685.5,1404.166667,281.3333333,
11/12/2025,combo_5,999.75,1685.5,-685.75,
11/13/2025,combo_5,1112.083333,999.75,112.3333333,
11/14/2025,combo_5,1495.416667,1112.083333,383.3333333,
11/15/2025,combo_5,985.4166667,1495.416667,-510,
11/16/2025,combo_5,1417.916667,985.4166667,432.5,
11/17/2025,combo_5,1122.333333,1417.916667,-295.5833333,
11/18/2025,combo_5,1289.916667,1122.333333,167.5833333,
11/19/2025,combo_5,1394.5,1289.916667,104.5833333,
11/20/2025,combo_5,1690.333333,1394.5,295.8333333,
11/21/2025,combo_5,1478.583333,1690.333333,-211.75,
11/22/2025,combo_5,978.8333333,1478.583333,-499.75,
11/23/2025,combo_5,1100.416667,978.8333333,121.5833333,
11/24/2025,combo_5,1241.666667,1100.416667,141.25,
11/25/2025,combo_5,912.75,1241.666667,-328.9166667,
11/26/2025,combo_5,1268.5,912.75,355.75,
11/27/2025,combo_5,1140.083333,1268.5,-128.4166667,
11/28/2025,combo_5,1169.75,1140.083333,29.66666667,
11/29/2025,combo_5,1202.25,1169.75,32.5,
11/30/2025,combo_5,990.5833333,1202.25,-211.6666667,
12/1/2025,combo_5,1413.333333,990.5833333,422.75,
12/2/2025,combo_5,2493.833333,1413.333333,1080.5,
12/3/2025,combo_5,1094.083333,2493.833333,-1399.75,
12/4/2025,combo_5,1191.25,1094.083333,97.16666667,
12/5/2025,combo_5,2343.166667,1191.25,1151.916667,
12/6/2025,combo_5,1031.333333,2343.166667,-1311.833333,
12/7/2025,combo_5,1352.25,1031.333333,320.9166667,
12/8/2025,combo_5,1342.5,1352.25,-9.75,
11/8/2025,combo_6,2303.5,,,
11/9/2025,combo_6,2638.166667,2303.5,334.6666667,
11/10/2025,combo_6,2393.333333,2638.166667,-244.8333333,
11/11/2025,combo_6,2641.166667,2393.333333,247.8333333,
11/12/2025,combo_6,1772.333333,2641.166667,-868.8333333,
11/13/2025,combo_6,2795.666667,1772.333333,1023.333333,
11/14/2025,combo_6,2232.083333,2795.666667,-563.5833333,
11/15/2025,combo_6,1824.916667,2232.083333,-407.1666667,
11/16/2025,combo_6,2255.416667,1824.916667,430.5,
11/17/2025,combo_6,1862,2255.416667,-393.4166667,
11/18/2025,combo_6,2337.083333,1862,475.0833333,
11/19/2025,combo_6,1945.166667,2337.083333,-391.9166667,
11/20/2025,combo_6,3341.666667,1945.166667,1396.5,
11/21/2025,combo_6,2632.416667,3341.666667,-709.25,
11/22/2025,combo_6,2010,2632.416667,-622.4166667,
11/23/2025,combo_6,2094.666667,2010,84.66666667,
11/24/2025,combo_6,1830.25,2094.666667,-264.4166667,
11/25/2025,combo_6,1720.833333,1830.25,-109.4166667,
11/26/2025,combo_6,1712.833333,1720.833333,-8,
11/27/2025,combo_6,1695.583333,1712.833333,-17.25,
11/28/2025,combo_6,2196.75,1695.583333,501.1666667,
11/29/2025,combo_6,2349.75,2196.75,153,
11/30/2025,combo_6,1929.166667,2349.75,-420.5833333,
12/1/2025,combo_6,2183.25,1929.166667,254.0833333,
12/2/2025,combo_6,1599.166667,2183.25,-584.0833333,
12/3/2025,combo_6,2282.416667,1599.166667,683.25,
12/4/2025,combo_6,2095.416667,2282.416667,-187,
12/5/2025,combo_6,3245.583333,2095.416667,1150.166667,
12/6/2025,combo_6,2253.416667,3245.583333,-992.1666667,
12/7/2025,combo_6,2513.833333,2253.416667,260.4166667,
12/8/2025,combo_6,2199.75,2513.833333,-314.0833333,
11/8/2025,combo_7,479.5833333,,,
11/9/2025,combo_7,373.3333333,479.5833333,-106.25,
11/10/2025,combo_7,233.8333333,373.3333333,-139.5,
11/11/2025,combo_7,381.5,233.8333333,147.6666667,
11/12/2025,combo_7,164.8333333,381.5,-216.6666667,
11/13/2025,combo_7,328.1666667,164.8333333,163.3333333,
11/14/2025,combo_7,242.1666667,328.1666667,-86,
11/15/2025,combo_7,143.75,242.1666667,-98.41666667,
11/16/2025,combo_7,242.0833333,143.75,98.33333333,
11/17/2025,combo_7,177.75,242.0833333,-64.33333333,
11/18/2025,combo_7,255.5833333,177.75,77.83333333,
11/19/2025,combo_7,34.41666667,255.5833333,-221.1666667,
11/20/2025,combo_7,104.1666667,34.41666667,69.75,
11/21/2025,combo_7,316.3333333,104.1666667,212.1666667,
11/22/2025,combo_7,96.08333333,316.3333333,-220.25,
11/23/2025,combo_7,81.41666667,96.08333333,-14.66666667,
11/24/2025,combo_7,202.9166667,81.41666667,121.5,
11/25/2025,combo_7,66.25,202.9166667,-136.6666667,
11/26/2025,combo_7,26.5,66.25,-39.75,
11/27/2025,combo_7,469.25,26.5,442.75,
11/28/2025,combo_7,282.5833333,469.25,-186.6666667,
11/29/2025,combo_7,216.1666667,282.5833333,-66.41666667,
11/30/2025,combo_7,200.5,216.1666667,-15.66666667,
12/1/2025,combo_7,323.75,200.5,123.25,
12/2/2025,combo_7,532,323.75,208.25,
12/3/2025,combo_7,227.25,532,-304.75,
12/4/2025,combo_7,211.75,227.25,-15.5,
12/5/2025,combo_7,124.0833333,211.75,-87.66666667,
12/6/2025,combo_7,148.9166667,124.0833333,24.83333333,
12/7/2025,combo_7,303.5833333,148.9166667,154.6666667,
12/8/2025,combo_7,115.3333333,303.5833333,-188.25,
11/8/2025,combo_8,1574.916667,,,
11/9/2025,combo_8,2163.166667,1574.916667,588.25,
11/10/2025,combo_8,2004,2163.166667,-159.1666667,
11/11/2025,combo_8,2983.5,2004,979.5,
11/12/2025,combo_8,1674.583333,2983.5,-1308.916667,
11/13/2025,combo_8,1961,1674.583333,286.4166667,
11/14/2025,combo_8,2449.333333,1961,488.3333333,
11/15/2025,combo_8,2216.25,2449.333333,-233.0833333,
11/16/2025,combo_8,2104.25,2216.25,-112,
11/17/2025,combo_8,1423.666667,2104.25,-680.5833333,
11/18/2025,combo_8,1525.666667,1423.666667,102,
11/19/2025,combo_8,1979.25,1525.666667,453.5833333,
11/20/2025,combo_8,2557.416667,1979.25,578.1666667,
11/21/2025,combo_8,1877.916667,2557.416667,-679.5,
11/22/2025,combo_8,1620.5,1877.916667,-257.4166667,
11/23/2025,combo_8,1600.083333,1620.5,-20.41666667,
11/24/2025,combo_8,1412.666667,1600.083333,-187.4166667,
11/25/2025,combo_8,1496.666667,1412.666667,84,
11/26/2025,combo_8,1435.5,1496.666667,-61.16666667,
11/27/2025,combo_8,1473.333333,1435.5,37.83333333,
11/28/2025,combo_8,1861.416667,1473.333333,388.0833333,
11/29/2025,combo_8,1747.083333,1861.416667,-114.3333333,
11/30/2025,combo_8,1428.416667,1747.083333,-318.6666667,
12/1/2025,combo_8,2212.166667,1428.416667,783.75,
12/2/2025,combo_8,1852,2212.166667,-360.1666667,
12/3/2025,combo_8,2379.833333,1852,527.8333333,
12/4/2025,combo_8,2351,2379.833333,-28.83333333,
12/5/2025,combo_8,2394.083333,2351,43.08333333,
12/6/2025,combo_8,1541.666667,2394.083333,-852.4166667,
12/7/2025,combo_8,2332.583333,1541.666667,790.9166667,
12/8/2025,combo_8,1527.166667,2332.583333,-805.4166667,
11/8/2025,combo_9,2872,,,
11/9/2025,combo_9,3639.5,2872,767.5,
11/10/2025,combo_9,3271,3639.5,-368.5,
11/11/2025,combo_9,3626.083333,3271,355.0833333,
11/12/2025,combo_9,3378.416667,3626.083333,-247.6666667,
11/13/2025,combo_9,2922.583333,3378.416667,-455.8333333,
11/14/2025,combo_9,3948.583333,2922.583333,1026,
11/15/2025,combo_9,4279.5,3948.583333,330.9166667,
11/16/2025,combo_9,3839.833333,4279.5,-439.6666667,
11/17/2025,combo_9,3210.583333,3839.833333,-629.25,
11/18/2025,combo_9,2980.083333,3210.583333,-230.5,
11/19/2025,combo_9,2873.333333,2980.083333,-106.75,
11/20/2025,combo_9,3832.5,2873.333333,959.1666667,
11/21/2025,combo_9,3899.75,3832.5,67.25,
11/22/2025,combo_9,3656.083333,3899.75,-243.6666667,
11/23/2025,combo_9,4122.916667,3656.083333,466.8333333,
11/24/2025,combo_9,3575.083333,4122.916667,-547.8333333,
11/25/2025,combo_9,3340.083333,3575.083333,-235,
11/26/2025,combo_9,3847.666667,3340.083333,507.5833333,
11/27/2025,combo_9,3255.916667,3847.666667,-591.75,
11/28/2025,combo_9,4410.833333,3255.916667,1154.916667,
11/29/2025,combo_9,4450.083333,4410.833333,39.25,
11/30/2025,combo_9,3803.416667,4450.083333,-646.6666667,
12/1/2025,combo_9,4109.916667,3803.416667,306.5,
12/2/2025,combo_9,4204,4109.916667,94.08333333,
12/3/2025,combo_9,4918.25,4204,714.25,
12/4/2025,combo_9,4309.666667,4918.25,-608.5833333,
12/5/2025,combo_9,4534.583333,4309.666667,224.9166667,
12/6/2025,combo_9,4511.5,4534.583333,-23.08333333,
12/7/2025,combo_9,4418.666667,4511.5,-92.83333333,
12/8/2025,combo_9,4235.75,4418.666667,-182.9166667,
11/8/2025,DIAPERS,142.5833333,,,
11/9/2025,DIAPERS,223.25,142.5833333,80.66666667,
11/10/2025,DIAPERS,175.5,223.25,-47.75,
11/11/2025,DIAPERS,165.4166667,175.5,-10.08333333,
11/12/2025,DIAPERS,96.08333333,165.4166667,-69.33333333,
11/13/2025,DIAPERS,242.9166667,96.08333333,146.8333333,
11/14/2025,DIAPERS,308.8333333,242.9166667,65.91666667,
11/15/2025,DIAPERS,287.1666667,308.8333333,-21.66666667,
11/16/2025,DIAPERS,298,287.1666667,10.83333333,
11/17/2025,DIAPERS,312,298,14,
11/18/2025,DIAPERS,401.5833333,312,89.58333333,
11/19/2025,DIAPERS,340.0833333,401.5833333,-61.5,
11/20/2025,DIAPERS,465.5833333,340.0833333,125.5,
11/21/2025,DIAPERS,336.4166667,465.5833333,-129.1666667,
11/22/2025,DIAPERS,287.4166667,336.4166667,-49,
11/23/2025,DIAPERS,281.6666667,287.4166667,-5.75,
11/24/2025,DIAPERS,447,281.6666667,165.3333333,
11/25/2025,DIAPERS,303.9166667,447,-143.0833333,
11/26/2025,DIAPERS,274.5,303.9166667,-29.41666667,
11/27/2025,DIAPERS,323.5833333,274.5,49.08333333,
11/28/2025,DIAPERS,471.5833333,323.5833333,148,
11/29/2025,DIAPERS,386.75,471.5833333,-84.83333333,
11/30/2025,DIAPERS,293.3333333,386.75,-93.41666667,
12/1/2025,DIAPERS,389.0833333,293.3333333,95.75,
12/2/2025,DIAPERS,329.5833333,389.0833333,-59.5,
12/3/2025,DIAPERS,565.3333333,329.5833333,235.75,
12/4/2025,DIAPERS,505,565.3333333,-60.33333333,
12/5/2025,DIAPERS,975.5,505,470.5,
12/6/2025,DIAPERS,428.25,975.5,-547.25,
12/7/2025,DIAPERS,1032.25,428.25,604,
12/8/2025,DIAPERS,377.75,1032.25,-654.5,
11/8/2025,DL+CL,169.25,,,
11/9/2025,DL+CL,239.0833333,169.25,69.83333333,
11/10/2025,DL+CL,217.25,239.0833333,-21.83333333,
11/11/2025,DL+CL,174.3333333,217.25,-42.91666667,
11/12/2025,DL+CL,146.6666667,174.3333333,-27.66666667,
11/13/2025,DL+CL,231.8333333,146.6666667,85.16666667,
11/14/2025,DL+CL,313,231.8333333,81.16666667,
11/15/2025,DL+CL,261.1666667,313,-51.83333333,
11/16/2025,DL+CL,315.5,261.1666667,54.33333333,
11/17/2025,DL+CL,226.75,315.5,-88.75,
11/18/2025,DL+CL,267.4166667,226.75,40.66666667,
11/19/2025,DL+CL,249.3333333,267.4166667,-18.08333333,
11/20/2025,DL+CL,393.0833333,249.3333333,143.75,
11/21/2025,DL+CL,328.0833333,393.0833333,-65,
11/22/2025,DL+CL,216.8333333,328.0833333,-111.25,
11/23/2025,DL+CL,244.75,216.8333333,27.91666667,
11/24/2025,DL+CL,275.5,244.75,30.75,
11/25/2025,DL+CL,290.75,275.5,15.25,
11/26/2025,DL+CL,254.25,290.75,-36.5,
11/27/2025,DL+CL,255.25,254.25,1,
11/28/2025,DL+CL,328.0833333,255.25,72.83333333,
11/29/2025,DL+CL,291.5833333,328.0833333,-36.5,
11/30/2025,DL+CL,286.25,291.5833333,-5.333333333,
12/1/2025,DL+CL,500.4166667,286.25,214.1666667,
12/2/2025,DL+CL,320.5833333,500.4166667,-179.8333333,
12/3/2025,DL+CL,431.1666667,320.5833333,110.5833333,
12/4/2025,DL+CL,387.4166667,431.1666667,-43.75,
12/5/2025,DL+CL,355.0833333,387.4166667,-32.33333333,
12/6/2025,DL+CL,228.0833333,355.0833333,-127,
12/7/2025,DL+CL,513.4166667,228.0833333,285.3333333,
12/8/2025,DL+CL,267.8333333,513.4166667,-245.5833333,
11/8/2025,DP+DB,254.9166667,,,
11/9/2025,DP+DB,384.0833333,254.9166667,129.1666667,
11/10/2025,DP+DB,412.25,384.0833333,28.16666667,
11/11/2025,DP+DB,301.8333333,412.25,-110.4166667,
11/12/2025,DP+DB,277.5,301.8333333,-24.33333333,
11/13/2025,DP+DB,361.8333333,277.5,84.33333333,
11/14/2025,DP+DB,407.8333333,361.8333333,46,
11/15/2025,DP+DB,333.3333333,407.8333333,-74.5,
11/16/2025,DP+DB,442.9166667,333.3333333,109.5833333,
11/17/2025,DP+DB,364,442.9166667,-78.91666667,
11/18/2025,DP+DB,380.25,364,16.25,
11/19/2025,DP+DB,265.75,380.25,-114.5,
11/20/2025,DP+DB,521.9166667,265.75,256.1666667,
11/21/2025,DP+DB,378.25,521.9166667,-143.6666667,
11/22/2025,DP+DB,381.3333333,378.25,3.083333333,
11/23/2025,DP+DB,392.25,381.3333333,10.91666667,
11/24/2025,DP+DB,408.5833333,392.25,16.33333333,
11/25/2025,DP+DB,462.5,408.5833333,53.91666667,
11/26/2025,DP+DB,381.3333333,462.5,-81.16666667,
11/27/2025,DP+DB,358.8333333,381.3333333,-22.5,
11/28/2025,DP+DB,472.8333333,358.8333333,114,
11/29/2025,DP+DB,558.9166667,472.8333333,86.08333333,
11/30/2025,DP+DB,477.1666667,558.9166667,-81.75,
12/1/2025,DP+DB,589.4166667,477.1666667,112.25,
12/2/2025,DP+DB,491.9166667,589.4166667,-97.5,
12/3/2025,DP+DB,568.25,491.9166667,76.33333333,
12/4/2025,DP+DB,517.5833333,568.25,-50.66666667,
12/5/2025,DP+DB,604.5833333,517.5833333,87,
12/6/2025,DP+DB,432.0833333,604.5833333,-172.5,
12/7/2025,DP+DB,737.6666667,432.0833333,305.5833333,
12/8/2025,DP+DB,530.0833333,737.6666667,-207.5833333,
11/8/2025,FMCG_FOOD1,1203.75,,,
11/9/2025,FMCG_FOOD1,1804.25,1203.75,600.5,
11/10/2025,FMCG_FOOD1,1669.916667,1804.25,-134.3333333,
11/11/2025,FMCG_FOOD1,1534.833333,1669.916667,-135.0833333,
11/12/2025,FMCG_FOOD1,1251.5,1534.833333,-283.3333333,
11/13/2025,FMCG_FOOD1,1702.75,1251.5,451.25,
11/14/2025,FMCG_FOOD1,1343,1702.75,-359.75,
11/15/2025,FMCG_FOOD1,1065.583333,1343,-277.4166667,
11/16/2025,FMCG_FOOD1,1754.833333,1065.583333,689.25,
11/17/2025,FMCG_FOOD1,1412.25,1754.833333,-342.5833333,
11/18/2025,FMCG_FOOD1,1585.833333,1412.25,173.5833333,
11/19/2025,FMCG_FOOD1,1311.75,1585.833333,-274.0833333,
11/20/2025,FMCG_FOOD1,1970.666667,1311.75,658.9166667,
11/21/2025,FMCG_FOOD1,1935.583333,1970.666667,-35.08333333,
11/22/2025,FMCG_FOOD1,1466.75,1935.583333,-468.8333333,
11/23/2025,FMCG_FOOD1,1554.75,1466.75,88,
11/24/2025,FMCG_FOOD1,1212.416667,1554.75,-342.3333333,
11/25/2025,FMCG_FOOD1,1336.75,1212.416667,124.3333333,
11/26/2025,FMCG_FOOD1,1307.166667,1336.75,-29.58333333,
11/27/2025,FMCG_FOOD1,1447.5,1307.166667,140.3333333,
11/28/2025,FMCG_FOOD1,1737.833333,1447.5,290.3333333,
11/29/2025,FMCG_FOOD1,1570.833333,1737.833333,-167,
11/30/2025,FMCG_FOOD1,1586.083333,1570.833333,15.25,
12/1/2025,FMCG_FOOD1,1616.833333,1586.083333,30.75,
12/2/2025,FMCG_FOOD1,2645.916667,1616.833333,1029.083333,
12/3/2025,FMCG_FOOD1,1637.416667,2645.916667,-1008.5,
12/4/2025,FMCG_FOOD1,1226,1637.416667,-411.4166667,
12/5/2025,FMCG_FOOD1,2130.25,1226,904.25,
12/6/2025,FMCG_FOOD1,1585.166667,2130.25,-545.0833333,
12/7/2025,FMCG_FOOD1,2075.583333,1585.166667,490.4166667,
12/8/2025,FMCG_FOOD1,1684.666667,2075.583333,-390.9166667,
11/8/2025,FMCG_FOOD2,1431.416667,,,
11/9/2025,FMCG_FOOD2,1863.5,1431.416667,432.0833333,
11/10/2025,FMCG_FOOD2,2182.166667,1863.5,318.6666667,
11/11/2025,FMCG_FOOD2,1948.916667,2182.166667,-233.25,
11/12/2025,FMCG_FOOD2,1689.833333,1948.916667,-259.0833333,
11/13/2025,FMCG_FOOD2,2286.833333,1689.833333,597,
11/14/2025,FMCG_FOOD2,2226,2286.833333,-60.83333333,
11/15/2025,FMCG_FOOD2,1861.833333,2226,-364.1666667,
11/16/2025,FMCG_FOOD2,2445.833333,1861.833333,584,
11/17/2025,FMCG_FOOD2,2001.666667,2445.833333,-444.1666667,
11/18/2025,FMCG_FOOD2,2468.25,2001.666667,466.5833333,
11/19/2025,FMCG_FOOD2,1818.166667,2468.25,-650.0833333,
11/20/2025,FMCG_FOOD2,3322.25,1818.166667,1504.083333,
11/21/2025,FMCG_FOOD2,2705.75,3322.25,-616.5,
11/22/2025,FMCG_FOOD2,2231.5,2705.75,-474.25,
11/23/2025,FMCG_FOOD2,2120.333333,2231.5,-111.1666667,
11/24/2025,FMCG_FOOD2,1873.083333,2120.333333,-247.25,
11/25/2025,FMCG_FOOD2,2504.75,1873.083333,631.6666667,
11/26/2025,FMCG_FOOD2,2078.916667,2504.75,-425.8333333,
11/27/2025,FMCG_FOOD2,2436.583333,2078.916667,357.6666667,
11/28/2025,FMCG_FOOD2,2228.083333,2436.583333,-208.5,
11/29/2025,FMCG_FOOD2,2541.666667,2228.083333,313.5833333,
11/30/2025,FMCG_FOOD2,1706.666667,2541.666667,-835,
12/1/2025,FMCG_FOOD2,2658.25,1706.666667,951.5833333,
12/2/2025,FMCG_FOOD2,3020.75,2658.25,362.5,
12/3/2025,FMCG_FOOD2,2182.833333,3020.75,-837.9166667,
12/4/2025,FMCG_FOOD2,2031.583333,2182.833333,-151.25,
12/5/2025,FMCG_FOOD2,2560,2031.583333,528.4166667,
12/6/2025,FMCG_FOOD2,2150.083333,2560,-409.9166667,
12/7/2025,FMCG_FOOD2,1645.916667,2150.083333,-504.1666667,
12/8/2025,FMCG_FOOD2,2099.75,1645.916667,453.8333333,
11/8/2025,FRAGILE_FD,744.8333333,,,
11/9/2025,FRAGILE_FD,927.1666667,744.8333333,182.3333333,
11/10/2025,FRAGILE_FD,1117.416667,927.1666667,190.25,
11/11/2025,FRAGILE_FD,894.25,1117.416667,-223.1666667,
11/12/2025,FRAGILE_FD,897.5833333,894.25,3.333333333,
11/13/2025,FRAGILE_FD,864.25,897.5833333,-33.33333333,
11/14/2025,FRAGILE_FD,841,864.25,-23.25,
11/15/2025,FRAGILE_FD,630.9166667,841,-210.0833333,
11/16/2025,FRAGILE_FD,897.75,630.9166667,266.8333333,
11/17/2025,FRAGILE_FD,697.0833333,897.75,-200.6666667,
11/18/2025,FRAGILE_FD,699,697.0833333,1.916666667,
11/19/2025,FRAGILE_FD,723.75,699,24.75,
11/20/2025,FRAGILE_FD,1223.5,723.75,499.75,
11/21/2025,FRAGILE_FD,1286,1223.5,62.5,
11/22/2025,FRAGILE_FD,807,1286,-479,
11/23/2025,FRAGILE_FD,933,807,126,
11/24/2025,FRAGILE_FD,930.6666667,933,-2.333333333,
11/25/2025,FRAGILE_FD,856.4166667,930.6666667,-74.25,
11/26/2025,FRAGILE_FD,716.0833333,856.4166667,-140.3333333,
11/27/2025,FRAGILE_FD,765.5,716.0833333,49.41666667,
11/28/2025,FRAGILE_FD,946.75,765.5,181.25,
11/29/2025,FRAGILE_FD,1009.083333,946.75,62.33333333,
11/30/2025,FRAGILE_FD,790.5833333,1009.083333,-218.5,
12/1/2025,FRAGILE_FD,899,790.5833333,108.4166667,
12/2/2025,FRAGILE_FD,4700.666667,899,3801.666667,
12/3/2025,FRAGILE_FD,843.1666667,4700.666667,-3857.5,
12/4/2025,FRAGILE_FD,812.6666667,843.1666667,-30.5,
12/5/2025,FRAGILE_FD,1126.666667,812.6666667,314,
12/6/2025,FRAGILE_FD,883.3333333,1126.666667,-243.3333333,
12/7/2025,FRAGILE_FD,940.4166667,883.3333333,57.08333333,
12/8/2025,FRAGILE_FD,922.5,940.4166667,-17.91666667,
11/10/2025,GOLD,8.75,,,
11/13/2025,GOLD,18.16666667,8.75,9.416666667,
11/14/2025,GOLD,10.66666667,18.16666667,-7.5,
11/15/2025,GOLD,1.833333333,10.66666667,-8.833333333,
11/16/2025,GOLD,5.583333333,1.833333333,3.75,
11/17/2025,GOLD,13.41666667,5.583333333,7.833333333,
11/18/2025,GOLD,3.916666667,13.41666667,-9.5,
11/19/2025,GOLD,7.5,3.916666667,3.583333333,
11/20/2025,GOLD,7.5,7.5,2E-16,
11/21/2025,GOLD,2.75,7.5,-4.75,
11/24/2025,GOLD,3.666666667,2.75,0.916666667,
11/25/2025,GOLD,1.333333333,3.666666667,-2.333333333,
11/26/2025,GOLD,0.583333333,1.333333333,-0.75,
11/28/2025,GOLD,0.583333333,0.583333333,0,
11/29/2025,GOLD,0.583333333,0.583333333,0,
11/30/2025,GOLD,0.666666667,0.583333333,0.083333333,
12/5/2025,GOLD,0.583333333,0.666666667,-0.083333333,
12/8/2025,GOLD,0.75,0.583333333,0.166666667,
11/8/2025,H_STAPLES,923.8333333,,,
11/9/2025,H_STAPLES,801.6666667,923.8333333,-122.1666667,
11/10/2025,H_STAPLES,891.5833333,801.6666667,89.91666667,
11/11/2025,H_STAPLES,891.4166667,891.5833333,-0.166666667,
11/12/2025,H_STAPLES,700.6666667,891.4166667,-190.75,
11/13/2025,H_STAPLES,947.75,700.6666667,247.0833333,
11/14/2025,H_STAPLES,786.0833333,947.75,-161.6666667,
11/15/2025,H_STAPLES,788.5,786.0833333,2.416666667,
11/16/2025,H_STAPLES,919.75,788.5,131.25,
11/17/2025,H_STAPLES,938,919.75,18.25,
11/18/2025,H_STAPLES,899.8333333,938,-38.16666667,
11/19/2025,H_STAPLES,1067.833333,899.8333333,168,
11/20/2025,H_STAPLES,1542.833333,1067.833333,475,
11/21/2025,H_STAPLES,1068.916667,1542.833333,-473.9166667,
11/22/2025,H_STAPLES,1029.416667,1068.916667,-39.5,
11/23/2025,H_STAPLES,1074.583333,1029.416667,45.16666667,
11/24/2025,H_STAPLES,1015,1074.583333,-59.58333333,
11/25/2025,H_STAPLES,1036.333333,1015,21.33333333,
11/26/2025,H_STAPLES,1169.75,1036.333333,133.4166667,
11/27/2025,H_STAPLES,849.75,1169.75,-320,
11/28/2025,H_STAPLES,1069.666667,849.75,219.9166667,
11/29/2025,H_STAPLES,980.6666667,1069.666667,-89,
11/30/2025,H_STAPLES,981.9166667,980.6666667,1.25,
12/1/2025,H_STAPLES,969.0833333,981.9166667,-12.83333333,
12/2/2025,H_STAPLES,852.25,969.0833333,-116.8333333,
12/3/2025,H_STAPLES,788.5833333,852.25,-63.66666667,
12/4/2025,H_STAPLES,838.9166667,788.5833333,50.33333333,
12/5/2025,H_STAPLES,1088.916667,838.9166667,250,
12/6/2025,H_STAPLES,792.75,1088.916667,-296.1666667,
12/7/2025,H_STAPLES,554.5,792.75,-238.25,
12/8/2025,H_STAPLES,606.1666667,554.5,51.66666667,
11/8/2025,HNK_LARGE,59.41666667,,,
11/9/2025,HNK_LARGE,139.6666667,59.41666667,80.25,
11/10/2025,HNK_LARGE,81.25,139.6666667,-58.41666667,
11/11/2025,HNK_LARGE,129.6666667,81.25,48.41666667,
11/12/2025,HNK_LARGE,68.08333333,129.6666667,-61.58333333,
11/13/2025,HNK_LARGE,151.0833333,68.08333333,83,
11/14/2025,HNK_LARGE,69.83333333,151.0833333,-81.25,
