order_id,priority_num,predicted_high_risk_probability,order_completion_minutes,total_volume_cm3,total_weight_kg,high_risk,probability_bin,volume_bucket,weight_bucket,probability_bin_order
BLR_120449,1,1.2886822557015119e-05,24.51820238763663,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120450,9,0.9999814078436885,655.1623596007305,757559.84198,137.53539,True,0.9-1.0,>500k,>50,9
BLR_120451,3,0.052186673099348824,518.7054376784961,1296984.9010372,322.42377548387094,False,0.0-0.1,>500k,>50,0
BLR_120452,3,0.0018300098465550516,389.64274978178736,102.0,0.031,False,0.0-0.1,<=50k,<=5,0
BLR_120453,5,0.8410488595512096,561.5578273392582,1133371.5720018046,267.8403098064516,False,0.8-0.9,>500k,>50,8
BLR_120454,1,0.005137263095893441,294.7364409206695,2587220.3777242,488.31279251612904,False,0.0-0.1,>500k,>50,0
BLR_120455,1,0.006813972407324504,295.8449480756186,2964937.4497026,632.2247337096774,False,0.0-0.1,>500k,>50,0
BLR_120456,2,0.0001536819383575508,230.524993481065,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120457,2,0.0001536819383575508,230.7444877982101,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120458,3,0.029439281222485417,504.2393598270422,1055396.409636,252.32245,False,0.0-0.1,>500k,>50,0
BLR_120459,2,0.0005237916072566524,257.1925651566774,262900.9768340554,44.556644,False,0.0-0.1,200k-500k,20-50,0
BLR_120460,1,6.142139765095159e-05,89.71701707206331,363302.770191,68.8009,False,0.0-0.1,200k-500k,>50,0
BLR_120461,2,0.00015368944192732496,236.46358450950498,102.0,0.031,False,0.0-0.1,<=50k,<=5,0
BLR_120462,2,0.0012459112786673855,323.84128235994916,658348.7522849999,120.2731,False,0.0-0.1,>500k,>50,0
BLR_120463,2,0.00192852856540238,329.790721310571,1039744.9036096,270.55805,False,0.0-0.1,>500k,>50,0
BLR_120464,2,0.00015368944192732496,256.1311576025035,102.0,0.031,False,0.0-0.1,<=50k,<=5,0
BLR_120465,1,0.00021508247434398609,160.93421465232598,1035615.226382,261.190028,False,0.0-0.1,>500k,>50,0
BLR_120466,5,0.20685142757743438,470.4957464074006,202.188,0.061,False,0.2-0.3,<=50k,<=5,2
BLR_120467,1,1.2886822557015119e-05,82.4231109277897,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120468,5,0.7865758975208393,581.1093975116559,948112.667595,213.04678445161292,False,0.7-0.8,>500k,>50,7
BLR_120469,5,0.5234490893999094,543.6937991148271,400509.953,97.17765,False,0.5-0.6,200k-500k,>50,5
BLR_120470,3,0.0018299206498905935,403.6981307742906,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120471,1,1.2887451848853186e-05,81.89215327363166,102.0,0.031,False,0.0-0.1,<=50k,<=5,0
BLR_120472,3,0.035518072567576255,503.52684787554085,1199239.507299,267.330815483871,False,0.0-0.1,>500k,>50,0
BLR_120473,1,0.0001233669084785908,140.91393892250227,755965.816927,128.77154193548387,False,0.0-0.1,>500k,>50,0
BLR_120474,1,1.2886822557015119e-05,91.70555073064112,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120475,2,0.0001536819383575508,256.833551376748,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120476,3,0.0018300098465550516,419.3132155847897,102.0,0.031,False,0.0-0.1,<=50k,<=5,0
BLR_120477,2,0.00766895327336378,341.21772479957593,1626780.4884602,406.0995532903226,False,0.0-0.1,>500k,>50,0
BLR_120478,3,0.03268068952221329,543.9497472227712,1075798.157366,231.26120548387098,False,0.0-0.1,>500k,>50,0
BLR_120479,3,0.23112181280615332,586.1604557159311,2525570.9215897387,624.3482589032258,True,0.2-0.3,>500k,>50,2
BLR_120480,5,0.9570292447354436,640.4132290973971,1847324.19536586,391.59227277419353,True,0.9-1.0,>500k,>50,9
BLR_120481,5,0.20683777416691232,484.9918040019491,1.2100000000000002,0.0005,False,0.2-0.3,<=50k,<=5,2
BLR_120482,1,1.2886822557015119e-05,91.15285301284743,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120483,5,0.8580063135167657,655.3240125798894,1328087.7000257238,271.2015672903226,True,0.8-0.9,>500k,>50,8
BLR_120484,1,4.865037876872183e-05,129.85450765736124,335543.007,78.16705,False,0.0-0.1,200k-500k,>50,0
BLR_120485,1,0.0001766076450918271,211.1732581754249,987343.623029,240.42424,False,0.0-0.1,>500k,>50,0
BLR_120612,5,0.4194424656614446,622.123579600527,277004.84071,36.53429,False,0.4-0.5,200k-500k,20-50,4
BLR_120613,5,0.5993988717243753,631.1726336095811,447077.885,103.40763,False,0.5-0.6,200k-500k,>50,5
BLR_120614,1,0.00016308367898765317,138.81174156898302,858212.223455,175.13336999999999,False,0.0-0.1,>500k,>50,0
BLR_120615,2,0.004346443162934691,326.10043283927837,1392076.965897,326.92524,False,0.0-0.1,>500k,>50,0
BLR_120618,1,0.00039224918059588385,154.86257729783,1602252.717363,453.6636735483871,False,0.0-0.1,>500k,>50,0
BLR_120619,1,8.673562996162429e-05,32.267479013376565,570530.812017,101.8035,False,0.0-0.1,>500k,>50,0
BLR_120620,5,0.9994226642435736,835.5592645003137,4509599.930694209,1128.5430942580645,True,0.9-1.0,>500k,>50,9
BLR_120621,2,0.007587238392895479,365.96876227198396,1623440.0962716,351.186334516129,False,0.0-0.1,>500k,>50,0
BLR_120622,3,0.09949532307145904,535.3076521924099,1740505.914407,376.75921387096776,False,0.0-0.1,>500k,>50,0
BLR_120623,3,0.07716189133480869,424.49651264136253,1579107.3015258,357.3053425806452,False,0.0-0.1,>500k,>50,0
BLR_120624,1,0.00025090805160755475,92.1204572466306,1078308.7440546001,202.29734967741936,False,0.0-0.1,>500k,>50,0
BLR_120625,2,0.002137389083240647,189.4023389954921,958659.82707,166.00058,False,0.0-0.1,>500k,>50,0
BLR_120627,3,0.0018300579107106685,351.4508664215435,306.47664,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_120628,5,0.20691273757361034,591.7380137323028,115.5,0.001,False,0.2-0.3,<=50k,<=5,2
BLR_120629,2,0.0006351265593814411,173.5311829534663,409750.174176,77.41974,False,0.0-0.1,200k-500k,>50,0
BLR_120630,1,0.0001003199470749299,54.682286511811256,645833.121653,111.0951,False,0.0-0.1,>500k,>50,0
BLR_120631,2,0.012902830848685376,268.63410278419786,2054046.992855,384.9882829032258,False,0.0-0.1,>500k,>50,0
BLR_120632,2,0.00272961754077419,259.1373332403988,1078454.75376,232.6575027096774,False,0.0-0.1,>500k,>50,0
BLR_120633,5,0.2067756001243,591.2599357389444,3.0,0.031,False,0.2-0.3,<=50k,<=5,2
BLR_120634,1,9.273480122155318e-05,61.2239227856113,651115.264127,169.59410161290322,False,0.0-0.1,>500k,>50,0
BLR_120635,3,0.41451170477822386,477.1056786982952,2845839.0719178044,615.8438476129032,False,0.4-0.5,>500k,>50,4
BLR_120637,5,0.8805674579003968,721.2030843530353,1352994.756576,280.99411000000003,True,0.8-0.9,>500k,>50,8
BLR_120638,5,0.7076128762015749,670.9929197558267,788826.68191,129.7487,True,0.7-0.8,>500k,>50,7
BLR_120639,1,0.0001404599453221914,91.41995403993617,823204.119829,159.53131064516128,False,0.0-0.1,>500k,>50,0
BLR_120640,2,0.0033341207109126195,263.50926451722694,1095329.9934126,174.425762,False,0.0-0.1,>500k,>50,0
BLR_120641,5,0.5228828164075322,656.1317160367132,395170.3131296,69.53713,True,0.5-0.6,200k-500k,>50,5
BLR_120642,5,0.5890842958992608,644.9072304181619,525373.0051210554,96.724584,False,0.5-0.6,>500k,>50,5
BLR_120643,5,0.48050104513402514,561.2630311515769,239230.489144,53.7315,False,0.4-0.5,200k-500k,>50,4
BLR_120644,2,0.004830410819381958,305.00231411644495,1363741.791365,276.87313,False,0.0-0.1,>500k,>50,0
BLR_120645,1,0.015478173938188677,229.02938625071639,3067358.2903384,611.2334066129032,False,0.0-0.1,>500k,>50,0
BLR_120646,3,0.5763765297899265,505.15226768415073,3503066.7059856,737.8874848387096,False,0.5-0.6,>500k,>50,5
BLR_120648,2,0.012419854834918947,330.73515677350224,2059990.846196639,437.15906051612905,False,0.0-0.1,>500k,>50,0
BLR_120649,3,0.04463576153093581,476.99021164478285,1304200.6352856,294.922045,False,0.0-0.1,>500k,>50,0
BLR_120651,5,0.9286060546672554,613.6764646878044,1581481.188335,327.49688,False,0.9-1.0,>500k,>50,9
BLR_120652,2,0.02462180897997965,389.8231749568509,2210977.485591,565.6749062580645,False,0.0-0.1,>500k,>50,0
BLR_120653,1,8.261306822489576e-05,94.21440941155232,623391.95754,82.01139,False,0.0-0.1,>500k,>50,0
BLR_120655,3,0.04991148160097214,457.5705533209388,1388489.3408158044,294.60454277419353,False,0.0-0.1,>500k,>50,0
BLR_120656,2,0.010835306646164476,364.8064690993215,1712053.34718,316.14037096774194,False,0.0-0.1,>500k,>50,0
BLR_120657,3,0.05033104265560997,487.3150695348658,1342752.815596,264.85500451612904,False,0.0-0.1,>500k,>50,0
BLR_120658,2,0.00015368944192732496,263.5651474690123,102.0,0.031,False,0.0-0.1,<=50k,<=5,0
BLR_120659,5,0.8741842932669491,587.1762316911323,1270886.6233060001,248.49507541935483,False,0.8-0.9,>500k,>50,8
BLR_120660,9,0.9999812299016585,711.4810490225084,777462.9878509999,208.96495741935485,True,0.9-1.0,>500k,>50,9
BLR_120661,1,9.323118050868779e-05,115.92664073506201,620657.9979000001,116.40908,False,0.0-0.1,>500k,>50,0
BLR_120662,2,0.012555557293684402,411.2519051378604,1781521.729769,393.66001290322583,False,0.0-0.1,>500k,>50,0
BLR_120663,5,0.43515731787216955,579.3987833833099,168646.345,36.5032,False,0.4-0.5,100k-200k,20-50,4
BLR_120664,5,0.7890560359853769,628.6796814388239,956874.4233810001,223.282432,False,0.7-0.8,>500k,>50,7
BLR_120665,5,0.9075885077916087,634.8566638899895,1527038.3909576,263.1496487096774,False,0.9-1.0,>500k,>50,9
BLR_120666,1,0.00018007225836916578,134.76168704200097,1041291.120872,218.358395,False,0.0-0.1,>500k,>50,0
BLR_120667,3,0.04204024072130998,538.9786812641535,1320078.170796,339.89994,False,0.0-0.1,>500k,>50,0
BLR_120668,3,0.04428523401157779,534.8670805981944,1096461.534591,266.7989132258065,False,0.0-0.1,>500k,>50,0
BLR_120669,3,0.025172494341950884,511.1987538807119,918311.85451,179.72370999999998,False,0.0-0.1,>500k,>50,0
BLR_120671,3,0.051841076292248704,582.3410297448364,1222655.525716,249.56171612903228,False,0.0-0.1,>500k,>50,0
BLR_120672,5,0.7949116995836809,669.4546566415594,1028511.851263,261.84985677419354,True,0.7-0.8,>500k,>50,7
BLR_120674,3,0.04137448425174801,583.0922391175043,1218702.027665,279.24067,False,0.0-0.1,>500k,>50,0
BLR_120675,1,0.0016018492920044296,204.76137019819149,2111549.0987978,446.67470000000003,False,0.0-0.1,>500k,>50,0
BLR_120929,5,0.535495209047674,555.1805078758156,330813.805541,87.30984322580645,False,0.5-0.6,200k-500k,>50,5
BLR_120930,5,0.3376988216662913,533.4036454244568,125186.57424799999,15.542,False,0.3-0.4,100k-200k,10-20,3
BLR_120931,3,0.01747683343681469,455.5803352289866,870673.7695642,289.32292,False,0.0-0.1,>500k,>50,0
BLR_120932,5,0.7978311964906528,588.3728075997188,1043861.461228,293.4862741935484,True,0.7-0.8,>500k,>50,7
BLR_120933,5,0.2068341906592181,552.6236030652447,1.0,0.01,False,0.2-0.3,<=50k,<=5,2
BLR_120934,3,0.03768671247701977,354.64646141038526,1282767.9055978046,328.554962,False,0.0-0.1,>500k,>50,0
BLR_120935,1,6.457930519785793e-05,102.37566592389658,400915.62234299997,79.9051,False,0.0-0.1,200k-500k,>50,0
BLR_120936,2,0.0059853111814314785,336.6869926870411,1466735.566726,404.82719258064515,False,0.0-0.1,>500k,>50,0
BLR_120938,2,0.03458534387923843,315.4898550051436,2671972.1909330552,692.2946136774194,False,0.0-0.1,>500k,>50,0
BLR_120939,1,0.00014406013215914238,148.976685865551,814734.1360076,164.06622,False,0.0-0.1,>500k,>50,0
BLR_120940,2,0.021511280752537495,275.19014326430346,2210801.255829,617.7289316129032,False,0.0-0.1,>500k,>50,0
BLR_120941,5,0.20708502227827844,543.5169951153208,612.95328,0.4,False,0.2-0.3,<=50k,<=5,2
BLR_120942,3,0.023584487743117936,350.0058264271413,1003526.3355900554,252.673034,False,0.0-0.1,>500k,>50,0
BLR_120943,1,0.0003254932193660668,89.13330251433217,1401053.482972,388.63851612903227,False,0.0-0.1,>500k,>50,0
BLR_120946,2,0.011561742988863845,249.27636274190397,1905460.5286296,345.34109,False,0.0-0.1,>500k,>50,0
BLR_120947,2,0.0001536819383575508,163.53195857604103,202.188,0.061,False,0.0-0.1,<=50k,<=5,0
BLR_120949,2,0.0011127120117639788,210.36812247492563,584398.5940612,129.078688,False,0.0-0.1,>500k,>50,0
BLR_120950,1,0.0008116734043368716,144.72478372850088,1756478.557834,453.473875,False,0.0-0.1,>500k,>50,0
BLR_120951,5,0.8983102290664335,622.1040616422889,1549596.4325396847,404.399730516129,True,0.8-0.9,>500k,>50,8
BLR_120952,3,0.05772324025012011,417.1254620206745,1366949.5848756,275.8817806451613,False,0.0-0.1,>500k,>50,0
BLR_120953,2,0.002743683833720631,241.50535516023467,1028876.774108,172.05133322580645,False,0.0-0.1,>500k,>50,0
BLR_120954,5,0.569070395648479,564.6327301386494,405471.12674,61.661249999999995,False,0.5-0.6,200k-500k,>50,5
BLR_120955,5,0.823176053257476,605.4832786712929,1119260.590584,322.7575906451613,True,0.8-0.9,>500k,>50,8
BLR_120956,3,0.0018297287503201596,320.8399339816096,1.0,0.01,False,0.0-0.1,<=50k,<=5,0
BLR_120957,3,0.003860870940969081,330.3768388752371,69384.735,10.1578,False,0.0-0.1,50k-100k,10-20,0
BLR_120958,2,0.000153693485271243,184.75371565599573,306.47664,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_120959,1,1.289757689425928e-05,19.10926496473682,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_120960,1,9.695484669437646e-05,74.38495966265405,615012.9124776,177.46096,False,0.0-0.1,>500k,>50,0
BLR_120961,1,0.0001370559457181896,77.56960301027293,805703.324958,162.06850322580647,False,0.0-0.1,>500k,>50,0
BLR_120962,9,0.999987883330526,624.0483374816054,979010.9024220001,233.80673677419355,True,0.9-1.0,>500k,>50,9
BLR_120963,5,0.8746040994006055,561.6534307789358,1436262.4451406,397.1260658064516,False,0.8-0.9,>500k,>50,8
BLR_120964,1,0.00016548533512158672,106.54544043864013,923327.033476,262.4932558064516,False,0.0-0.1,>500k,>50,0
BLR_120966,5,0.207387394317156,474.921998203269,4.7689,0.036,False,0.2-0.3,<=50k,<=5,2
BLR_120967,1,6.476204594066306e-05,91.99656035321291,402002.4726056,75.52081,False,0.0-0.1,200k-500k,>50,0
BLR_120968,3,0.0018298622637046922,323.2999915950834,2.0,0.011,False,0.0-0.1,<=50k,<=5,0
BLR_120969,2,0.006310309179775199,304.57028840412954,1574934.3541476,384.9114998064516,False,0.0-0.1,>500k,>50,0
BLR_120970,5,0.987630779308899,618.3360082009702,2568785.5893441997,590.5510505161291,True,0.9-1.0,>500k,>50,9
BLR_120971,3,0.4685434849030838,477.6414259935484,3233278.6871258044,780.799993516129,False,0.4-0.5,>500k,>50,4
BLR_120972,1,6.899358525229003e-05,105.0650149140902,415606.16031199996,100.71775,False,0.0-0.1,200k-500k,>50,0
BLR_120974,5,0.7444830164609351,551.5620108422968,959971.48719,294.59974,False,0.7-0.8,>500k,>50,7
BLR_120976,3,0.0018299687117078068,345.63388376451405,406.66464,0.23,False,0.0-0.1,<=50k,<=5,0
BLR_120977,2,0.007304261690039785,332.80944852440825,1624322.6655569999,408.7529190322581,False,0.0-0.1,>500k,>50,0
BLR_120978,1,9.327050511292107e-05,114.47509788162942,657801.2246252,177.34485,False,0.0-0.1,>500k,>50,0
BLR_120979,1,0.00024731310064981214,166.45803867823597,1198364.814747,268.76712,False,0.0-0.1,>500k,>50,0
BLR_120980,2,0.00046812067354544407,238.37557965681145,195736.785436,46.84154,False,0.0-0.1,100k-200k,20-50,0
BLR_120983,5,0.5709357732353509,519.988402423264,378569.2050856,40.35925,False,0.5-0.6,200k-500k,20-50,5
BLR_120985,2,0.0034297859867797277,325.4003706325412,1245494.151393,298.896374516129,False,0.0-0.1,>500k,>50,0
BLR_120987,5,0.3900424548469718,494.33753708898814,92111.977,28.82996,False,0.3-0.4,50k-100k,20-50,3
BLR_120988,3,0.02372698247412152,411.01420138306037,945351.4416426,233.94638999999998,False,0.0-0.1,>500k,>50,0
BLR_120989,2,0.00185385694056537,300.7474653877111,944491.816664,279.50132451612905,False,0.0-0.1,>500k,>50,0
BLR_120990,3,0.3401495139849015,570.9013942961703,2495385.9845869998,616.419002,True,0.3-0.4,>500k,>50,3
BLR_120991,3,0.03693357060447947,475.79363192443793,1034771.4118059999,274.6695664516129,False,0.0-0.1,>500k,>50,0
BLR_120992,2,0.0024565913644561915,310.0907085534247,1036572.64444,222.56618361290322,False,0.0-0.1,>500k,>50,0
BLR_120993,3,0.025796388252634812,465.2445881439178,987946.724696,268.45437,False,0.0-0.1,>500k,>50,0
BLR_120995,1,7.78248071170255e-05,116.96573772984148,489495.17506000004,114.69003000000001,False,0.0-0.1,200k-500k,>50,0
BLR_120996,3,0.03058793770885137,493.00008184284354,1153206.620596,333.61612,False,0.0-0.1,>500k,>50,0
BLR_120997,5,0.736226086568888,561.8192267331182,899566.2078982,258.0798616129032,False,0.7-0.8,>500k,>50,7
BLR_121435,5,0.2991688685200942,570.8666738899713,99556.089883,45.107,False,0.2-0.3,50k-100k,20-50,2
BLR_121436,5,0.6282276620500044,589.6929199925216,504950.80214600003,112.85935,False,0.6-0.7,>500k,>50,6
BLR_121437,3,0.0643898702334447,494.2214226132572,1579661.3205656,428.2583906451613,False,0.0-0.1,>500k,>50,0
BLR_121438,2,0.003253646019220935,286.5223651228256,1131564.8620656,238.13348193548387,False,0.0-0.1,>500k,>50,0
BLR_121439,3,0.2459986144436934,381.3547062245467,2049916.7855222,456.00536516129034,False,0.2-0.3,>500k,>50,2
BLR_121440,3,0.023664928830865063,343.7774391446116,965352.4548130553,279.7599388387097,False,0.0-0.1,>500k,>50,0
BLR_121441,3,0.06660756050180619,391.0227850186598,1526990.122968639,362.392231,False,0.0-0.1,>500k,>50,0
BLR_121442,5,0.9180916418969091,639.3344936172583,1472205.384706111,341.12358203225807,True,0.9-1.0,>500k,>50,9
BLR_121444,1,0.00018655208008602718,123.30716621793644,971531.8080942,247.4643,False,0.0-0.1,>500k,>50,0
BLR_121445,3,0.14777974973974284,417.8638753235205,2149514.45672,512.175593548387,False,0.1-0.2,>500k,>50,1
BLR_121446,2,0.005789070293929948,291.4478939106126,1639345.2408366,445.3770061290323,False,0.0-0.1,>500k,>50,0
BLR_121447,1,0.00016900089037057223,119.5202362755824,1021154.145421,325.6376361290323,False,0.0-0.1,>500k,>50,0
BLR_121448,3,0.06409339229289898,447.70212373122416,1242533.513685,326.68771000000004,False,0.0-0.1,>500k,>50,0
BLR_121450,3,0.08529624608221037,474.17740826218164,1565806.9874950554,421.6467014193548,False,0.0-0.1,>500k,>50,0
BLR_121452,3,0.09316264335794913,495.2597774051444,1656184.473247239,395.054150516129,False,0.0-0.1,>500k,>50,0
BLR_121453,1,5.964569273132313e-05,27.402570360472446,387956.82721705537,109.979404,False,0.0-0.1,200k-500k,>50,0
BLR_121454,1,5.787282348006831e-05,31.008642709473982,371126.0735816389,119.930296,False,0.0-0.1,200k-500k,>50,0
BLR_121456,1,0.0008105835682355597,122.16915011840761,1753231.2808595998,440.8770470967742,False,0.0-0.1,>500k,>50,0
BLR_121457,1,6.526578982221786e-05,53.392546770126636,424641.07188299997,105.61899161290323,False,0.0-0.1,200k-500k,>50,0
BLR_121458,5,0.48103987779759877,576.4074418008419,362825.273424,98.04759,False,0.4-0.5,200k-500k,>50,4
BLR_121459,2,0.0005059485336673304,125.45624270358657,235923.493628,75.001,False,0.0-0.1,200k-500k,>50,0
BLR_121460,2,0.013211844039798646,249.42312642501858,1758038.215785,457.6035861290323,False,0.0-0.1,>500k,>50,0
BLR_121461,5,0.8671199677118494,701.4598954543362,1254756.280573,333.83055,True,0.8-0.9,>500k,>50,8
BLR_121463,5,0.874318687030877,703.5653246356713,1321075.7257466,301.29697,True,0.8-0.9,>500k,>50,8
BLR_121464,2,0.0013533175710301784,173.54818706032475,651285.5545900001,143.63100451612902,False,0.0-0.1,>500k,>50,0
BLR_121466,5,0.8297453854470914,652.0327746286276,1128397.2796088045,300.63978199999997,True,0.8-0.9,>500k,>50,8
BLR_121467,2,0.0030683594799661555,225.55814062135218,1004335.5883296554,187.41684851612902,False,0.0-0.1,>500k,>50,0
BLR_121468,1,0.00013939523380235432,78.97175588727492,873619.5687986,169.35028451612902,False,0.0-0.1,>500k,>50,0
BLR_121470,5,0.8083151984548675,627.7447912514342,1039994.022155,288.1448016129032,False,0.8-0.9,>500k,>50,8
BLR_121472,5,0.8451927834166094,565.7164375544074,1149446.7971266555,265.2767410967742,False,0.8-0.9,>500k,>50,8
BLR_121473,1,1.28784481999662e-05,32.269817000082625,26.65,0.055,False,0.0-0.1,<=50k,<=5,0
BLR_121474,3,0.03806656513840201,491.42653219486766,1195532.5348076,347.58971451612905,False,0.0-0.1,>500k,>50,0
BLR_121475,5,0.9175296323466133,543.9902859336187,1679975.9285096554,416.87864496774193,False,0.9-1.0,>500k,>50,9
BLR_121476,1,7.415072570208229e-05,79.22994419739464,496915.158881,99.43910580645161,False,0.0-0.1,200k-500k,>50,0
BLR_121477,1,1.2885730224860564e-05,41.37311321393328,1.0,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_121479,9,0.999987997311946,682.076267920474,950821.276823,213.00355,True,0.9-1.0,>500k,>50,9
BLR_121480,5,0.515239251548919,493.81334378413794,344935.75962799997,107.794462,False,0.5-0.6,200k-500k,>50,5
BLR_121481,1,7.679270121843562e-05,88.65229322543728,483036.38574663893,101.20048761290323,False,0.0-0.1,200k-500k,>50,0
BLR_121482,1,0.00044364029707858946,166.23329604379632,1725981.440735,560.6605251612904,False,0.0-0.1,>500k,>50,0
BLR_121483,3,0.03348886500876855,503.7901931903999,1089738.5944679999,328.39883000000003,False,0.0-0.1,>500k,>50,0
BLR_121485,3,0.03762838388775702,512.6416214504735,1144442.175887,301.9096851612903,False,0.0-0.1,>500k,>50,0
BLR_121487,2,0.06875428717233663,354.6870570387138,2550632.021525,679.7389906451613,False,0.0-0.1,>500k,>50,0
BLR_121488,5,0.9056744173872898,632.2820540920077,1533516.8268618046,429.28846261290323,False,0.9-1.0,>500k,>50,9
BLR_121489,2,0.00015366915112127532,166.79424153767744,1.2100000000000002,0.0005,False,0.0-0.1,<=50k,<=5,0
BLR_121490,2,0.0029620398733688725,253.44416756377606,1176383.0547958,295.8503712903226,False,0.0-0.1,>500k,>50,0
BLR_121493,5,0.5435615062684861,560.2191067798623,413628.4379222,65.08591,False,0.5-0.6,200k-500k,>50,5
BLR_121494,3,0.07004435248064195,556.6324347197187,1408929.9109972,349.18525999999997,False,0.0-0.1,>500k,>50,0
BLR_121495,2,0.003380408081483632,259.72196164172203,1222989.6808165,264.78608,False,0.0-0.1,>500k,>50,0
BLR_121496,5,0.8208633718849632,574.144241710887,988070.0856346943,239.89361,False,0.8-0.9,>500k,>50,8
BLR_121497,2,0.013003900115295125,327.8192362150827,1813843.4701222,503.38763887096775,False,0.0-0.1,>500k,>50,0
BLR_121752,3,0.0018307771153095488,253.24567242156002,504.02232,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_121753,1,5.461490141643172e-05,97.04206580016172,423660.6967,87.70336999999999,False,0.0-0.1,200k-500k,>50,0
BLR_121754,3,0.03225611384387672,448.6672457143839,1073635.64544,230.70729,False,0.0-0.1,>500k,>50,0
BLR_121755,3,0.038612373222372466,346.5653659909796,1304877.6205896,360.65621983870966,False,0.0-0.1,>500k,>50,0
BLR_121756,2,0.0007210737023035505,253.84090749786736,367932.686,57.3298,False,0.0-0.1,200k-500k,>50,0
BLR_121759,2,0.000983712115272175,268.53551254820223,575410.1049126,145.73488,False,0.0-0.1,>500k,>50,0
BLR_121760,5,0.20691273757361034,495.34991783813547,115.5,0.001,False,0.2-0.3,<=50k,<=5,2
BLR_121763,2,0.007324097362989926,159.314331261786,1657969.6110376848,367.58217,False,0.0-0.1,>500k,>50,0
BLR_121764,1,0.00012551514990313483,122.21057388731428,859330.9847015999,219.24099774193547,False,0.0-0.1,>500k,>50,0
BLR_121765,5,0.8262736902028264,581.031496159664,1143214.512804,258.60844612903225,False,0.8-0.9,>500k,>50,8
BLR_121766,3,0.10664526093613129,386.7546054599499,1904042.849531675,380.5534072580645,False,0.1-0.2,>500k,>50,1
BLR_121767,2,0.04052571675864297,264.4983707245592,2491482.734183,639.6858909032259,False,0.0-0.1,>500k,>50,0
BLR_121769,5,0.9553035819637652,622.447066549341,1792640.2258867999,400.8610816129032,True,0.9-1.0,>500k,>50,9
BLR_121770,1,6.480046437455097e-05,87.32422212215934,432275.273747,97.83376032258064,False,0.0-0.1,200k-500k,>50,0
BLR_121771,3,0.028361051213038137,360.7782712695896,1088535.548998,301.7253564516129,False,0.0-0.1,>500k,>50,0
BLR_121772,3,0.028233325185747143,364.34027130017904,1076151.937123,228.14488,False,0.0-0.1,>500k,>50,0
BLR_121775,5,0.5040325341254389,551.5180967028659,314748.6491,66.98208,False,0.5-0.6,200k-500k,>50,5
BLR_121776,1,0.00015837093700002162,64.1611064946205,1017464.428615,265.78927,False,0.0-0.1,>500k,>50,0
BLR_121777,1,0.0001897163795435251,90.1881336812778,1019596.083758,234.12188,False,0.0-0.1,>500k,>50,0
BLR_121778,1,4.182674084148201e-05,46.474419660835565,288268.361248,35.82385,False,0.0-0.1,200k-500k,20-50,0
BLR_121779,5,0.5217513454853316,584.532161719178,380640.58489,77.18787,True,0.5-0.6,200k-500k,>50,5
BLR_121780,1,0.003789375175868811,181.7695695685075,2587449.7748378,598.8831119354838,False,0.0-0.1,>500k,>50,0
BLR_121782,3,0.0018307771153095488,322.02944104024186,504.02232,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_121783,5,0.5409657995497388,593.2734834608509,401154.4287736389,68.485016,True,0.5-0.6,200k-500k,>50,5
BLR_121784,5,0.9290335596661693,625.0676301111238,1644109.818384239,333.57449422580646,True,0.9-1.0,>500k,>50,9
BLR_121785,2,0.009349952739392053,244.02462282021472,1734530.5887852,445.88781,False,0.0-0.1,>500k,>50,0
BLR_121786,1,4.644378984072206e-05,60.595880861175644,354902.289807,76.6535,False,0.0-0.1,200k-500k,>50,0
BLR_121788,2,0.0019538258693676328,252.9154818767937,949721.9895096,274.6021548387097,False,0.0-0.1,>500k,>50,0
BLR_121789,2,0.003275549525489832,269.78764616066326,1237522.900474,341.5343609677419,False,0.0-0.1,>500k,>50,0
BLR_121790,2,0.0001536689135728705,183.59086102452656,1.0,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_121791,1,5.9272266098165696e-05,69.84369493967016,374079.49725960003,68.04695161290323,False,0.0-0.1,200k-500k,>50,0
BLR_121792,2,0.0027277474212156912,259.8150920320983,1203151.0537522,301.2315022580645,False,0.0-0.1,>500k,>50,0
BLR_121794,5,0.5237009312065382,576.988642714379,331947.58744,87.78978387096774,False,0.5-0.6,200k-500k,>50,5
BLR_121795,3,0.6489183951761059,486.5870186165704,3531920.882553714,785.8371392258065,False,0.6-0.7,>500k,>50,6
BLR_121796,5,0.8550333789426425,553.479665181218,1195213.6203546,237.96076741935482,False,0.8-0.9,>500k,>50,8
